card_name,image,attack,defence,card_type,level,type
Meklord Army of Skiel,https://uploads4.yugioh.com/card_images/1212/list/862.jpg?1385099272,1200,1000,Effect Monster,4,Machine
Meklord Army of Wisel,https://uploads1.yugioh.com/card_images/3771/list/4910.jpg?1385135052,1800,0,Effect Monster,4,Machine
Meklord Astro Dragon Asterisk,https://uploads2.yugioh.com/card_images/1210/list/859.jpg?1385099269,0,0,Effect Monster,10,Machine
Meklord Astro Mekanikle,https://uploads3.yugioh.com/card_images/1131/list/792.jpg?1385099108,4000,4000,Effect Monster,12,Machine
Meklord Emperor Skiel,https://uploads3.yugioh.com/card_images/1137/list/1070.jpg?1385099120,2200,2200,Effect Monster,1,Machine
Melchid the Four-Face Beast,https://uploads4.yugioh.com/card_images/1391/list/2868.jpg?1385101578,1500,1200,Normal Monster,4,Fiend
Melomelody the Brass Djinn,https://uploads1.yugioh.com/card_images/720/list/Melomelody-the-Brass-Djinn.jpg?1380232237,1400,1600,Xyz Monster/Effect Monster,,Fiend
Mercury Hourglass,https://uploads4.yugioh.com/card_images/4511/list/Mercury-Hourglass-suigin-no-sunadokei.jpg?1389126611,,,Normal Spell,,
Mermaid Knight,https://uploads2.yugioh.com/card_images/933/list/003.jpg?1382392924,1500,700,Effect Monster,4,Aqua
Mesmeric Control,https://uploads3.yugioh.com/card_images/1992/list/1478.jpg?1385102787,,,Normal Spell,,
Messenger of Peace,https://uploads2.yugioh.com/card_images/3424/list/5685.jpg?1385134347,,,Continuous Spell,,
"Metaion, the Timelord",https://uploads2.yugioh.com/card_images/1255/list/660.jpg?1385099357,0,0,Effect Monster,10,Fairy
Metal Armored Bug,https://uploads2.yugioh.com/card_images/1666/list/3039.jpg?1385102124,2800,1500,Normal Monster,8,Insect
Metal Dragon,https://uploads3.yugioh.com/card_images/1982/list/2871.jpg?1385102766,1850,1700,Fusion Monster,6,Machine
Metal Guardian,https://uploads4.yugioh.com/card_images/2363/list/2870.jpg?1385103538,1150,2150,Normal Monster,5,Fiend
Metalmorph,https://uploads2.yugioh.com/card_images/242/list/Metalmorph.jpg?1374778982,,,Normal Trap,,
Metalzoa,https://uploads3.yugioh.com/card_images/1682/list/2872.jpg?1385102158,3000,2300,Effect Monster,8,Machine
Metamorphosis,https://uploads2.yugioh.com/card_images/1196/list/1109.jpg?1385099238,,,Normal Spell,,
Meteor Dragon,https://uploads2.yugioh.com/card_images/3031/list/4448.jpg?1385127439,1800,2000,Normal Monster,6,Dragon
Meteor of Destruction,https://uploads2.yugioh.com/card_images/243/list/Meteor-of-Destruction.jpg?1374779020,,,Normal Spell,,
Meteorain,https://uploads4.yugioh.com/card_images/244/list/Meteorain.jpg?1374779311,,,Normal Trap,,
Michizure,https://uploads1.yugioh.com/card_images/2738/list/4657.jpg?1385126883,,,Normal Trap,,
Mid Shield Gardna,https://uploads4.yugioh.com/card_images/2468/list/511.jpg?1385098611,100,1800,Effect Monster,4,Warrior
Mimesis,https://uploads4.yugioh.com/card_images/304/list/Mimesis.jpg?1375128947,,,Normal Trap,,
Mind Control,https://uploads3.yugioh.com/card_images/2503/list/552.jpg?1385098685,,,Normal Trap,,
Mine Golem,https://uploads1.yugioh.com/card_images/2394/list/517.jpg?1385098460,1000,1900,Effect Monster,4,Rock
Mine Mole,https://uploads2.yugioh.com/card_images/3675/list/6000.jpg?1385134851,1000,1200,Effect Monster,3,Beast
Minefield Eruption,https://uploads4.yugioh.com/card_images/2473/list/487.jpg?1385098621,,,Normal Trap,,
Mini-Guts,https://uploads3.yugioh.com/card_images/705/list/Minimum-guts.jpg?1380229760,,,Normal Spell/Spell,,
Mira the Star-Bearer,https://uploads3.yugioh.com/card_images/884/list/%E5%B7%A8%E6%98%9F%E3%81%AE%E3%83%9F%E3%83%A9.jpg?1382387055,1100,1000,Xyz Monster/Effect Monster,,Warrior
Miracle,https://uploads3.yugioh.com/card_images/5513/list/Miracle.png?1455808585,,,,,
Miracle Fusion,https://uploads4.yugioh.com/card_images/1194/list/1108.jpg?1385099234,,,Normal Spell,,
Miracle Kids,https://uploads4.yugioh.com/card_images/2488/list/454.jpg?1385098657,,,Normal Trap,,
Miracle's Wake,https://uploads4.yugioh.com/card_images/4047/list/5853.jpg?1385135623,,,Normal Trap,,
Mirage Dragon,https://uploads3.yugioh.com/card_images/2125/list/1445.jpg?1385103054,1600,600,Effect Monster,4,Dragon
Mirage Knight,https://uploads4.yugioh.com/card_images/1850/list/2685.jpg?1385102498,2800,2000,Effect Monster,8,Warrior
Mirage of Nightmare,https://uploads4.yugioh.com/card_images/1975/list/2621.jpg?1385102750,,,Continuous Spell,,
Mirage Ruler,https://uploads2.yugioh.com/card_images/2449/list/261.jpg?1385098574,,,Continuous Trap,,
Mirage Spell,https://uploads2.yugioh.com/card_images/2515/list/262.jpg?1385098709,,,Quick-Play Spell,,
Mirage Target,https://uploads4.yugioh.com/card_images/4996/list/Mirage-Target.jpg?1399578366,,,Normal Trap,,
Mirror Bind,https://uploads1.yugioh.com/card_images/4997/list/Mirror-Bind.jpg?1399578418,,,Normal Trap,,
Mirror Damage,https://uploads1.yugioh.com/card_images/4998/list/Mirror-Damage.jpg?1399578464,,,Normal Trap,,
Mirror Force,https://uploads2.yugioh.com/card_images/3286/list/4535.jpg?1385127923,,,Normal Trap/Trap,,
Mirror Gate,https://uploads1.yugioh.com/card_images/4957/list/%28new%29Ijigentonnel-Mirror-Gate.jpg?1399567210,,,Normal Trap,,
Mirror Ladybug,https://uploads2.yugioh.com/card_images/3751/list/5684.jpg?1385135012,100,100,Effect Monster,1,Insect
Mirror Mail,https://uploads4.yugioh.com/card_images/576/list/Mirror-Mail.jpg?1380211476,,,Normal Trap/Trap,,
Mirror Prison,https://uploads4.yugioh.com/card_images/3551/list/5855.jpg?1385134598,,,Normal Spell,,
Mirror Route,https://uploads4.yugioh.com/card_images/4999/list/Mirror-Route.jpg?1399578526,,,Normal Spell,,
Mirror Shade,https://uploads1.yugioh.com/card_images/834/list/Mirror-Shade.jpg?1381335016,,,Normal Trap/Trap,,
Mirror Tablet,https://uploads4.yugioh.com/card_images/1844/list/2887.jpg?1385102486,,,Normal Trap,,
Mirror Trap,https://uploads3.yugioh.com/card_images/5000/list/Mirror-Trap.jpg?1399578586,,,Normal Trap,,
Mirror Wall,https://uploads4.yugioh.com/card_images/1429/list/1755.jpg?1385101652,,,Continuous Trap,,
Mischief of the Time Goddess,https://uploads1.yugioh.com/card_images/1371/list/2000.jpg?1385101538,,,Normal Spell,,
Misfortune,https://uploads1.yugioh.com/card_images/2456/list/384.jpg?1385098588,,,Normal Spell,,
Mix Spice Garamasala,https://uploads2.yugioh.com/card_images/4528/list/Mix-Spice_Galamasala_FL.jpg?1389127545,,,Normal Spell,,
Mobius the Frost Monarch,https://uploads1.yugioh.com/card_images/1345/list/2964.jpg?1385101488,2400,1000,Effect Monster,6,Aqua
Mogmole,https://uploads3.yugioh.com/card_images/873/list/%E3%83%A2%E3%82%B0%E3%83%A2%E3%83%BC%E3%83%AB.jpg?1382386397,800,800,Effect Monster,,Beast
Mokey Mokey,https://uploads1.yugioh.com/card_images/2489/list/118.jpg?1385098658,300,100,Normal Monster,,Fairy
Mokey Mokey Smackdown,https://uploads2.yugioh.com/card_images/5001/list/Mokey-Mokey-Smackdown.jpg?1399578682,,,Continuous Spell,,
Molten Destruction,https://uploads4.yugioh.com/card_images/2589/list/4711.jpg?1385126608,,,Field Spell,,
Monster Baton,https://uploads4.yugioh.com/card_images/3758/list/5091.jpg?1385135026,,,Continuous Trap,,
Monster Cat,https://uploads1.yugioh.com/card_images/522/list/Bakeneko.jpg?1380143892,0,0,Effect Monster,,Beast
Monster Chain,https://uploads1.yugioh.com/card_images/3581/list/5682.jpg?1385134661,,,Continuous Trap,,
Monster Reborn,https://uploads1.yugioh.com/card_images/2674/list/4366.jpg?1385126762,,,Normal Spell/Spell,,
Monster Recovery,https://uploads2.yugioh.com/card_images/2813/list/4572.jpg?1385127029,,,Quick-Play Spell,,
Monster Register,https://uploads2.yugioh.com/card_images/5002/list/Monster-Register.jpg?1399578743,,,Continuous Trap,,
Monster Reincarnation,https://uploads1.yugioh.com/card_images/773/list/Sisiya-tensei.jpg?1380743128,,,Normal Spell,,
Monster Replace,https://uploads4.yugioh.com/card_images/1677/list/1666.jpg?1385102148,,,Normal Spell,,
Monster Slots,https://uploads2.yugioh.com/card_images/577/list/Monster-slot.jpg?1380211503,,,Normal Spell/Spell,,
Monster Tamer,https://uploads3.yugioh.com/card_images/2267/list/2874.jpg?1385103347,1800,1600,Normal Monster,5,Warrior
Montage Dragon,https://uploads1.yugioh.com/card_images/4003/list/5555.jpg?1385135532,0,0,Effect Monster,8,Dragon
Moon Dragon Quilla,https://uploads1.yugioh.com/card_images/4281/list/moon-dragon-quilla.jpg?1386800069,2500,2000,Dark Synchro Monster/Effect Monster,-6,Dragon
Moonlit Papillon,https://uploads2.yugioh.com/card_images/779/list/Moonlit-Papillon.jpg?1380748571,1200,1600,Effect Monster,,Insect
Morinphen,https://uploads4.yugioh.com/card_images/2737/list/4215.jpg?1385126882,1550,1300,Normal Monster,5,Fiend
Morphing Jar,https://uploads2.yugioh.com/card_images/2672/list/4349.jpg?1385126759,700,600,Effect Monster,2,Rock
Morpho Butterspy,https://uploads4.yugioh.com/card_images/780/list/Gentiyou-no-sikiyaku-morpho.jpg?1380748696,1200,1600,Effect Monster,,Warrior
Morphtransition,https://uploads2.yugioh.com/card_images/3557/list/5260.jpg?1385134611,,,Normal Trap,,
Morphtronic Boomboxen,https://uploads1.yugioh.com/card_images/3522/list/4809.jpg?1385134540,1200,400,Effect Monster,4,Machine
Morphtronic Celfon,https://uploads2.yugioh.com/card_images/4024/list/4812.jpg?1385135574,100,100,Effect Monster,1,Machine
Morphtronic Cord,https://uploads3.yugioh.com/card_images/3527/list/4819.jpg?1385134550,,,Equip Spell,,
Morphtronic Datatron,https://uploads1.yugioh.com/card_images/4425/list/Morphtronic-Datatron.jpg?1386975333,1200,600,Effect Monster,3,Pyro
Morphtronic Lantron,https://uploads4.yugioh.com/card_images/3377/list/4810.jpg?1385134248,200,200,Tuner Monster,1,Machine
Morphtronic Magnen,https://uploads3.yugioh.com/card_images/4022/list/4811.jpg?1385135570,800,800,Effect Monster,3,Thunder
Morphtronic Magnen Bar,https://uploads4.yugioh.com/card_images/3690/list/4814.jpg?1385134883,100,100,Effect Monster,1,Thunder
Morphtronic Radion,https://uploads3.yugioh.com/card_images/4020/list/4808.jpg?1385135566,1000,900,Effect Monster,4,Thunder
Morphtronic Remoten,https://uploads1.yugioh.com/card_images/3374/list/4807.jpg?1385134238,300,1200,Tuner Monster,3,Machine
Morphtronic Scopen,https://uploads4.yugioh.com/card_images/3708/list/5834.jpg?1385134922,800,1400,Tuner Monster,3,Machine
Morphtronic Staplen,https://uploads1.yugioh.com/card_images/3693/list/4816.jpg?1385134890,1400,1000,Effect Monster,4,Machine
Morphtronic Vacuumen,https://uploads3.yugioh.com/card_images/3750/list/5683.jpg?1385135010,0,0,Effect Monster,1,Machine
Morphtronic Videon,https://uploads3.yugioh.com/card_images/4282/list/morphtronic-videon.jpg?1386800105,1000,1000,Effect Monster,4,Machine
"Morphtronics, Scramble!",https://uploads1.yugioh.com/card_images/3420/list/5681.jpg?1385134339,,,Normal Trap,,
Mosquito Force,https://uploads4.yugioh.com/card_images/5107/list/Army-Mosquito-Blood-Force.jpg?1409243168,200,0,Effect Monster,,Insect
Mound of the Bound Creator,https://uploads4.yugioh.com/card_images/4573/list/mound-of-the-bound-creator.jpg?1389813369,,,Field Spell,,
Mozarta the Melodious Maestra,https://uploads3.yugioh.com/card_images/5520/list/Mozarta-the-Melodious-Maestra.png?1455812648,2600,2000,Effect Monster,8,Fairy
Mud Max,https://uploads4.yugioh.com/card_images/1083/list/1212.jpg?1385099010,,,Equip Spell,,
Mudora,https://uploads3.yugioh.com/card_images/2280/list/2683.jpg?1385103372,1500,1800,Effect Monster,4,Fairy
Multifly,https://uploads1.yugioh.com/card_images/5257/list/Hell-Multiplication.jpg?1423157019,,,Spell,,
Multiple Piece Golem,https://uploads3.yugioh.com/card_images/3600/list/5105.jpg?1385134699,2600,1300,Fusion Monster/Effect Monster,7,Rock
Multiply,https://uploads4.yugioh.com/card_images/1532/list/2032.jpg?1385101856,,,Quick-Play Spell,,
Musician King,https://uploads3.yugioh.com/card_images/305/list/Musician-King.jpg?1375128992,1750,1500,Fusion Monster,5,Spellcaster
Mustering of the Dark Scorpions,https://uploads3.yugioh.com/card_images/1184/list/1280.jpg?1385099213,,,Normal Spell,,
Muzurhythm the String Djinn,https://uploads4.yugioh.com/card_images/692/list/Genmajin-muzumuzurythem.jpg?1380229025,1500,1000,Xyz Monster/Effect Monster,,Fiend
Mysterious Cat Transformation,https://uploads1.yugioh.com/card_images/523/list/Kaibiyou-henge.jpg?1380143982,,,Quick-Play Spell,,
Mystic Baby Dragon,https://uploads3.yugioh.com/card_images/4612/list/Mystic-b-Baby-Dragon.jpg?1390514372,1200,1600,Effect Monster,4,Dragon
Mystic Box,https://uploads4.yugioh.com/card_images/2972/list/4658.jpg?1385127325,,,Normal Spell,,
Mystic Egg,https://uploads1.yugioh.com/card_images/4613/list/Mystic-Egg.jpg?1390514453,0,0,Effect Monster,1,Fairy
Mystic Eruption,https://uploads2.yugioh.com/card_images/1959/list/1999.jpg?1385102719,,,Quick-Play Spell,,
Mystic Horseman,https://uploads2.yugioh.com/card_images/2029/list/2200.jpg?1385102862,1300,1550,Normal Monster/Ka Monster,4,Beast
Mystic Piper,https://uploads2.yugioh.com/card_images/1219/list/870.jpg?1385099287,0,0,Effect Monster,1,Spellcaster
Mystic Revolution,https://uploads4.yugioh.com/card_images/4614/list/Mystic-Revolution.jpg?1390514510,,,Normal Spell,,
Mystic Tomato,https://uploads1.yugioh.com/card_images/719/list/Killer-tomato.jpg?1380232205,1400,1100,Effect Monster,4,Plant
Mystical Beast Serket,https://uploads3.yugioh.com/card_images/306/list/Mystical-Beast-Serket.jpg?1375129025,2500,2000,Effect Monster,6,Fairy
Mystical Elf,https://uploads1.yugioh.com/card_images/1937/list/2781.jpg?1385102674,800,2000,Normal Monster/Ka Monster,4,Spellcaster
Mystical Refpanel,https://uploads2.yugioh.com/card_images/2619/list/4617.jpg?1385126661,,,Normal Trap,,
Mystical Shine Ball,https://uploads4.yugioh.com/card_images/940/list/017.jpg?1382471627,500,500,Normal Monster,2,Fairy
Mystical Space Typhoon,https://uploads3.yugioh.com/card_images/2295/list/2100.jpg?1385103400,,,Quick-Play Spell,,
Mystik Wok,https://uploads1.yugioh.com/card_images/948/list/044.jpg?1382472124,,,Quick-Play Spell,,
Narrow Corridor,https://uploads2.yugioh.com/card_images/1399/list/2890.jpg?1385101593,,,Continuous Trap,,
Natural Disaster,https://uploads2.yugioh.com/card_images/5003/list/Natural-Disaster.jpg?1399578815,,,Continuous Trap,,
Natural Selection,https://uploads1.yugioh.com/card_images/4543/list/Natural-Selection.jpg?1389373770,,,Normal Trap,,
Necro Cycle,https://uploads3.yugioh.com/card_images/1328/list/2929.jpg?1385101453,,,Continuous Trap,,
Necro Defender,https://uploads1.yugioh.com/card_images/1218/list/869.jpg?1385099284,0,800,Effect Monster,2,Fiend
Necro Dollmeister,https://uploads3.yugioh.com/card_images/4542/list/Necro-Doll-Master_REV.jpg?1389373715,,,Normal Trap,,
Necro Fleur,https://uploads3.yugioh.com/card_images/1232/list/887.jpg?1385099311,0,0,Effect Monster,1,Plant
Necro Illusion,https://uploads3.yugioh.com/card_images/4574/list/Necro-Illusion.jpg?1389813421,,,Quick-Play Spell,,
Necro Jar,https://uploads1.yugioh.com/card_images/2413/list/271.jpg?1385098498,1100,300,Effect Monster,3,Rock
Necro Linker,https://uploads1.yugioh.com/card_images/3418/list/5680.jpg?1385134335,600,0,Effect Monster,2,Fiend
Necro Mannequin,https://uploads1.yugioh.com/card_images/4616/list/Necro-Mannequin_FL.jpg?1391447132,500,500,Normal Monster,3,Zombie
Necro Soldier,https://uploads1.yugioh.com/card_images/4617/list/Necro-Soldier_FL.jpg?1391447617,0,0,Effect Monster,4,Zombie
Necromancy,https://uploads3.yugioh.com/card_images/1553/list/2077.jpg?1385101900,,,Normal Spell,,
Necrovalley,https://uploads2.yugioh.com/card_images/2229/list/2569.jpg?1385103269,,,Field Spell,,
Needle Soldier,https://uploads2.yugioh.com/card_images/3574/list/5678.jpg?1385134645,100,100,Effect Monster,1,Machine
Needle Sunfish,https://uploads1.yugioh.com/card_images/541/list/Needle-Sunfish.jpg?1380147951,1500,100,Effect Monster,,Fish
Negate Attack,https://uploads1.yugioh.com/card_images/2110/list/2004.jpg?1385103024,,,Counter Trap,,
Negate Defense,https://uploads4.yugioh.com/card_images/975/list/244.jpg?1382583367,,,Normal Spell,,
Negative Energy,https://uploads4.yugioh.com/card_images/4618/list/Negative-Energy-CardFL.jpg?1391447663,,,Normal Spell,,
Neko Mane King,https://uploads1.yugioh.com/card_images/308/list/Neko-Mane-King.jpg?1375129200,0,0,Effect Monster,1,Beast
Nekogal #1,https://uploads3.yugioh.com/card_images/282/list/Nekogal_1.jpg?1375128100,1100,900,Normal Monster,3,Beast
Neo Aqua Madoor,https://uploads4.yugioh.com/card_images/1646/list/2984.jpg?1385102085,1200,3000,Normal Monster,6,Spellcaster
Neo Galaxy-Eyes Photon Dragon,https://uploads1.yugioh.com/card_images/815/list/Neo-galaxyeyes-photondragon.jpg?1381241560,4500,3000,Xyz Monster/Effect Monster,,Dragon
Neo Space,https://uploads1.yugioh.com/card_images/3016/list/3705.jpg?1385127408,,,Field Spell,,
Neo-Spacian Air Hummingbird,https://uploads2.yugioh.com/card_images/4429/list/Neo-Spacian-Air-Hummingbird.jpg?1386975579,800,600,Effect Monster,3,Winged Beast
Neo-Spacian Aqua Dolphin,https://uploads1.yugioh.com/card_images/2895/list/3707.jpg?1385127184,600,800,Effect Monster,3,Warrior
Neo-Spacian Dark Panther,https://uploads2.yugioh.com/card_images/2772/list/3708.jpg?1385126948,1000,500,Effect Monster,3,Beast
Neo-Spacian Flare Scarab,https://uploads3.yugioh.com/card_images/3146/list/3703.jpg?1385127655,500,500,Effect Monster,3,Insect
Neo-Spacian Glow Moss,https://uploads2.yugioh.com/card_images/4426/list/N-Glow-Moss.jpg?1386975467,300,900,Effect Monster,3,Plant
Neo-Spacian Grand Mole,https://uploads3.yugioh.com/card_images/4427/list/N-Grand-Mole-copy.jpg?1386975506,900,300,Effect Monster,3,Rock
Neo-Spacian Twinkle Moss,https://uploads1.yugioh.com/card_images/4394/list/N-Tinkuru-Moss.jpg?1386973564,500,1100,Fusion Monster/Effect Monster,4,Plant
Neos Energy,https://uploads1.yugioh.com/card_images/4430/list/Neos-Energy.jpg?1386975611,,,Equip Spell,,
Neos Force,https://uploads3.yugioh.com/card_images/4958/list/%28new%29Neos-Force.jpg?1399567303,,,Equip Spell,,
Neospace Road,https://uploads4.yugioh.com/card_images/4431/list/Neospace-Road.jpg?1386975647,,,Normal Trap,,
Nettles,https://uploads2.yugioh.com/card_images/4009/list/5562.jpg?1385135544,1200,400,Tuner Monster,2,Plant
Newdoria,https://uploads2.yugioh.com/card_images/309/list/Newdoria.jpg?1375129228,1200,800,Effect Monster,4,Fiend
NEX,https://uploads3.yugioh.com/card_images/4959/list/%28new%29NEX.jpg?1399567344,,,Normal Spell,,
Next World,https://uploads3.yugioh.com/card_images/1350/list/1574.jpg?1385101498,,,Normal Spell,,
Nibelung's Ring,https://uploads4.yugioh.com/card_images/1998/list/2079.jpg?1385102799,,,Equip Spell,,
Nibelung's Treasure,https://uploads1.yugioh.com/card_images/1852/list/2076.jpg?1385102501,,,Normal Spell,,
Nighmare Tri-Mirror,https://uploads1.yugioh.com/card_images/313/list/Nightmare-Tri-Mirror.jpg?1375129312,,,Normal Trap,,
Nightmare Binding,https://uploads1.yugioh.com/card_images/310/list/Nightmare-Binding.jpg?1375129254,,,Normal Spell,,
Nightmare Mirror,https://uploads4.yugioh.com/card_images/312/list/Nightmare-Mirror.jpg?1375129280,,,Normal Trap,,
Nightmare Penguin,https://uploads2.yugioh.com/card_images/1405/list/1467.jpg?1385101606,900,1800,Effect Monster,4,Aqua
Nightmare Scorpion,https://uploads1.yugioh.com/card_images/4795/list/%E3%83%8A%E3%82%A4%E3%83%88%E3%83%A1%E3%82%A2%E3%83%BB%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%94%E3%82%AA%E3%83%B3.jpg?1395073774,900,800,Normal Monster,3,Insect
Nightmare Shuffle,https://uploads3.yugioh.com/card_images/4619/list/Nightmare-Shuffle.jpg?1391447723,,,Continuous Spell,,
